timestamp,embedding_case,umap_n_components,umap_n_neighbors,umap_min_dist,umap_metric,umap2d_n_neighbors,umap2d_min_dist,umap2d_metric,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_metric,random_state,n_clusters,noise_ratio,min_size,median_size,max_size
2026-04-17T03:17:14,video,10,15,0.0,correlation,15,0.1,euclidean,10,,leaf,euclidean,42,19,0.3975,11,18,43
2026-04-17T03:17:14,video,10,15,0.0,correlation,15,0.1,euclidean,10,,leaf,cosine,42,18,0.4139,12,21,44
2026-04-17T03:17:15,video,10,15,0.0,correlation,15,0.1,cosine,10,,leaf,euclidean,42,19,0.3975,11,18,43
2026-04-17T03:17:15,video,10,15,0.0,correlation,15,0.1,cosine,10,,leaf,cosine,42,18,0.4139,12,21,44
2026-04-17T03:17:27,video,10,15,0.0,cosine,15,0.1,euclidean,15,,eom,cosine,42,5,0.1093,16,51,344
2026-04-17T03:17:27,video,10,15,0.0,cosine,15,0.1,euclidean,15,,eom,euclidean,42,3,0.0,16,16,700
2026-04-17T03:17:27,video,10,15,0.0,cosine,15,0.1,cosine,15,,eom,cosine,42,5,0.1093,16,51,344
2026-04-17T03:17:27,video,10,15,0.0,cosine,15,0.1,cosine,15,,eom,euclidean,42,3,0.0,16,16,700
2026-04-17T03:17:40,video,10,15,0.0,euclidean,15,0.1,euclidean,15,,eom,cosine,42,8,0.2855,16,52,212
2026-04-17T03:17:40,video,10,15,0.0,euclidean,15,0.1,euclidean,15,,eom,euclidean,42,3,0.0219,16,16,684
2026-04-17T03:17:40,video,10,15,0.0,euclidean,15,0.1,cosine,15,,eom,euclidean,42,3,0.0219,16,16,684
2026-04-17T03:17:40,video,10,15,0.0,euclidean,15,0.1,cosine,15,,eom,cosine,42,8,0.2855,16,52,212
2026-04-17T03:17:52,video,10,15,0.0,correlation,15,0.1,euclidean,15,,eom,euclidean,42,3,0.0,16,17,699
2026-04-17T03:17:52,video,10,15,0.0,correlation,15,0.1,cosine,15,,eom,euclidean,42,3,0.0,16,17,699
2026-04-17T03:17:52,video,10,15,0.0,correlation,15,0.1,euclidean,15,,eom,cosine,42,6,0.168,16,45,255
2026-04-17T03:17:52,video,10,15,0.0,correlation,15,0.1,cosine,15,,eom,cosine,42,6,0.168,16,45,255
2026-04-17T03:18:04,video,10,15,0.0,cosine,15,0.1,euclidean,15,,leaf,euclidean,42,13,0.4372,16,26,60
2026-04-17T03:18:04,video,10,15,0.0,cosine,15,0.1,cosine,15,,leaf,euclidean,42,13,0.4372,16,26,60
2026-04-17T03:18:04,video,10,15,0.0,cosine,15,0.1,euclidean,15,,leaf,cosine,42,13,0.4549,15,22,75
2026-04-17T03:18:04,video,10,15,0.0,cosine,15,0.1,cosine,15,,leaf,cosine,42,13,0.4549,15,22,75
2026-04-17T03:18:15,video,10,15,0.0,euclidean,15,0.1,euclidean,15,,leaf,euclidean,42,11,0.4426,16,31,88
2026-04-17T03:18:15,video,10,15,0.0,euclidean,15,0.1,cosine,15,,leaf,euclidean,42,11,0.4426,16,31,88
2026-04-17T03:18:15,video,10,15,0.0,euclidean,15,0.1,euclidean,15,,leaf,cosine,42,9,0.3811,16,53,86
2026-04-17T03:18:16,video,10,15,0.0,euclidean,15,0.1,cosine,15,,leaf,cosine,42,9,0.3811,16,53,86
2026-04-17T03:18:28,video,10,15,0.0,correlation,15,0.1,euclidean,15,,leaf,euclidean,42,12,0.4645,16,23,68
2026-04-17T03:18:29,video,10,15,0.0,correlation,15,0.1,cosine,15,,leaf,euclidean,42,12,0.4645,16,23,68
2026-04-17T03:18:29,video,10,15,0.0,correlation,15,0.1,cosine,15,,leaf,cosine,42,13,0.4522,16,24,63
2026-04-17T03:18:29,video,10,15,0.0,correlation,15,0.1,euclidean,15,,leaf,cosine,42,13,0.4522,16,24,63
2026-04-17T03:18:41,video,10,15,0.0,cosine,15,0.1,cosine,25,,eom,euclidean,42,3,0.1995,42,207,337
2026-04-17T03:18:41,video,10,15,0.0,cosine,15,0.1,euclidean,25,,eom,euclidean,42,3,0.1995,42,207,337
2026-04-17T03:18:41,video,10,15,0.0,cosine,15,0.1,euclidean,25,,eom,cosine,42,3,0.209,37,209,333
2026-04-17T03:18:42,video,10,15,0.0,cosine,15,0.1,cosine,25,,eom,cosine,42,3,0.209,37,209,333
